Lon/X,Lat/Y,Hei/H
-0.631972665,52.05861586,99.37014741
-0.631679893,52.05861586,99.60138143
-0.63138712,52.05861586,99.69796198
-0.631094348,52.05861586,99.74690516
-0.630801575,52.05861586,99.86378642
-0.630508803,52.05861586,100.1436008
-0.630216031,52.05861586,100.0658632
-0.629923258,52.05861586,99.89394163
-0.629630486,52.05861586,99.69914834
-0.629337713,52.05861586,99.68094512
-0.629044941,52.05861586,99.82823066
-0.628752168,52.05861586,100.2916005
-0.628459396,52.05861586,100.7427397
-0.628166623,52.05861586,101.2590284
-0.627873851,52.05861586,101.9910631
-0.627581078,52.05861586,102.5068023
-0.627288306,52.05861586,102.946606
-0.626995533,52.05861586,103.4020717
-0.626702761,52.05861586,103.9239499
-0.626409989,52.05861586,104.3565475
-0.626117216,52.05861586,104.2879682
-0.625824444,52.05861586,104.0766362
-0.625531671,52.05861586,103.8638711
-0.625238899,52.05861586,103.9935581
-0.624946126,52.05861586,104.1275645
-0.624653354,52.05861586,104.2419036
-0.624360581,52.05861586,104.2175301
-0.624067809,52.05861586,104.1358429
-0.623775036,52.05861586,104.0561061
-0.623482264,52.05861586,104.2707572
-0.623189491,52.05861586,104.5453114
-0.622896719,52.05861586,104.8551093
-0.622603947,52.05861586,105.1086234
-0.622311174,52.05861586,105.489512
-0.622018402,52.05861586,105.9421448
-0.621725629,52.05861586,106.000967
-0.621432857,52.05861586,106.0612914
-0.621140084,52.05861586,106.1225933
-0.620847312,52.05861586,106.1751747
-0.620554539,52.05861586,106.2102343
-0.620261767,52.05861586,106.2290778
-0.619968994,52.05861586,106.2681432
-0.619676222,52.05861586,107.9114293
-0.619383449,52.05861586,111.2146933
-0.619090677,52.05861586,111.2960196
-0.618797905,52.05861586,111.2257875
-0.618505132,52.05861586,111.0636415
-0.61821236,52.05861586,111.1696797
-0.617919587,52.05861586,111.2078061
-0.617626815,52.05861586,111.1416214
-0.617334042,52.05861586,111.233124
-0.61704127,52.05861586,111.2090285
-0.616748497,52.05861586,111.0019209
-0.616455725,52.05861586,111.1404513
-0.616162952,52.05861586,111.376359
-0.61587018,52.05861586,111.7054619
-0.615577407,52.05861586,111.8646042
-0.615284635,52.05861586,111.924023
-0.614991863,52.05861586,111.8498945
-0.61469909,52.05861586,111.9289246
-0.614406318,52.05861586,112.0560192
-0.614113545,52.05861586,112.2235996
-0.613820773,52.05861586,111.9917989
-0.613528,52.05861586,111.8044224
-0.613235228,52.05861586,111.9165379
-0.612942455,52.05861586,111.74838
-0.612649683,52.05861586,111.5197987
-0.61235691,52.05861586,111.3237473
-0.612064138,52.05861586,111.2973657
-0.611771366,52.05861586,111.3301485
-0.611478593,52.05861586,111.3851692
-0.611185821,52.05861586,111.4014335
-0.654516144,52.05879587,75.21100847
-0.65422337,52.05879587,75.44988283
-0.653930596,52.05879587,75.35504152
-0.653637823,52.05879587,75.11896662
-0.653345049,52.05879587,75.03390996
-0.653052275,52.05879587,75.10230706
-0.652759502,52.05879587,75.62120647
-0.652466728,52.05879587,76.14009424
-0.652173954,52.05879587,76.65005732
-0.651881181,52.05879587,77.07825559
-0.651588407,52.05879587,77.36572764
-0.651295634,52.05879587,77.48105825
-0.65100286,52.05879587,77.22066497
-0.650710086,52.05879587,77.2924934
-0.650417313,52.05879587,77.8689218
-0.650124539,52.05879587,78.24280675
-0.649831765,52.05879587,78.53056443
-0.649538992,52.05879587,78.71756956
-0.649246218,52.05879587,78.95673205
-0.648953444,52.05879587,79.22952248
-0.648660671,52.05879587,79.54832212
-0.648367897,52.05879587,80.00295749
-0.648075123,52.05879587,80.40829644
-0.64778235,52.05879587,80.67004089
-0.647489576,52.05879587,81.02547385
-0.647196803,52.05879587,81.42226504
-0.646904029,52.05879587,81.86641741
-0.646611255,52.05879587,82.34202885
-0.646318482,52.05879587,82.80803932
-0.646025708,52.05879587,83.22988165
-0.645732934,52.05879587,83.60659969
-0.645440161,52.05879587,84.0121096
-0.645147387,52.05879587,84.53875594
-0.644854613,52.05879587,85.19716977
-0.64456184,52.05879587,85.91647128
-0.644269066,52.05879587,86.68808508
-0.643976292,52.05879587,87.49023038
-0.643683519,52.05879587,88.24197294
-0.643390745,52.05879587,88.75239809
-0.643097972,52.05879587,89.14627069
-0.642805198,52.05879587,89.52102175
-0.642512424,52.05879587,90.04591946
-0.642219651,52.05879587,90.41438837
-0.641926877,52.05879587,90.70086347
-0.641634103,52.05879587,90.96819426
-0.64134133,52.05879587,91.32640179
-0.641048556,52.05879587,91.70310856
-0.640755782,52.05879587,91.85264141
-0.640463009,52.05879587,92.26481696
-0.640170235,52.05879587,92.82297772
-0.639877461,52.05879587,93.20122069
-0.639584688,52.05879587,93.50462702
-0.639291914,52.05879587,93.7386903
-0.638999141,52.05879587,93.76307575
-0.638706367,52.05879587,93.74656709
-0.638413593,52.05879587,93.69140765
-0.63812082,52.05879587,93.50343383
-0.637828046,52.05879587,93.3823549
-0.637535272,52.05879587,93.31556391
-0.637242499,52.05879587,93.04792634
-0.636949725,52.05879587,93.13646327
-0.636656951,52.05879587,93.57108695
-0.636364178,52.05879587,93.97696557
-0.636071404,52.05879587,94.32709349
-0.63577863,52.05879587,94.61719665
-0.635485857,52.05879587,95.00302323
-0.635193083,52.05879587,95.47819237
-0.63490031,52.05879587,96.05680678
-0.634607536,52.05879587,96.44281352
-0.634314762,52.05879587,96.85744821
-0.634021989,52.05879587,97.32646451
-0.633729215,52.05879587,97.81263699
-0.633436441,52.05879587,98.17536249
-0.633143668,52.05879587,98.35167944
-0.632850894,52.05879587,98.59318417
-0.63255812,52.05879587,98.90849147
-0.632265347,52.05879587,99.33310626
-0.631972573,52.05879587,99.65299173
-0.631679799,52.05879587,99.88619262
-0.631387026,52.05879587,99.9888075
-0.631094252,52.05879587,100.0702207
-0.630801479,52.05879587,100.2205851
-0.630508705,52.05879587,100.5247683
-0.630215931,52.05879587,100.4389991
-0.629923158,52.05879587,100.2538126
-0.629630384,52.05879587,100.0511053
-0.62933761,52.05879587,100.0314705
-0.629044837,52.05879587,100.1656877
-0.628752063,52.05879587,100.5792472
-0.628459289,52.05879587,101.0338637
-0.628166516,52.05879587,101.5660822
-0.627873742,52.05879587,102.2988522
-0.627580968,52.05879587,102.8263831
-0.627288195,52.05879587,103.2780639
-0.626995421,52.05879587,103.7303185
-0.626702648,52.05879587,104.2522892
-0.626409874,52.05879587,104.685855
-0.6261171,52.05879587,104.6175298
-0.625824327,52.05879587,104.3996224
-0.625531553,52.05879587,104.1727053
-0.625238779,52.05879587,104.2645457
-0.624946006,52.05879587,104.3961424
-0.624653232,52.05879587,104.5251972
-0.624360458,52.05879587,104.5040119
-0.624067685,52.05879587,104.4223536
-0.623774911,52.05879587,104.3400899
-0.623482137,52.05879587,104.5452037
-0.623189364,52.05879587,104.807969
-0.62289659,52.05879587,105.1047345
-0.622603817,52.05879587,105.3492798
-0.622311043,52.05879587,105.7374498
-0.622018269,52.05879587,106.2081225
-0.621725496,52.05879587,106.2676754
-0.621432722,52.05879587,106.3348746
-0.621139948,52.05879587,106.4072265
-0.620847175,52.05879587,106.441653
-0.620554401,52.05879587,106.4551001
-0.620261627,52.05879587,106.4493468
-0.619968854,52.05879587,106.5000495
-0.61967608,52.05879587,108.0733988
-0.619383306,52.05879587,111.2192788
-0.619090533,52.05879587,111.2990583
-0.618797759,52.05879587,111.2362485
-0.618504986,52.05879587,111.0862292
-0.618212212,52.05879587,111.1842009
-0.617919438,52.05879587,111.2200294
-0.617626665,52.05879587,111.1606108
-0.617333891,52.05879587,111.2401862
-0.617041117,52.05879587,111.2124859
-0.616748344,52.05879587,111.0162739
-0.61645557,52.05879587,111.1672871
-0.616162796,52.05879587,111.4020552
-0.615870023,52.05879587,111.7082382
-0.615577249,52.05879587,111.8546349
-0.615284475,52.05879587,111.9132055
-0.614991702,52.05879587,111.8568645
-0.614698928,52.05879587,111.9334511
-0.614406155,52.05879587,112.0553983
-0.614113381,52.05879587,112.2198876
-0.613820607,52.05879587,111.9977769
-0.613527834,52.05879587,111.8175149
-0.61323506,52.05879587,111.9230533
-0.612942286,52.05879587,111.7500409
-0.612649513,52.05879587,111.5187181
-0.612356739,52.05879587,111.3234475
-0.612063965,52.05879587,111.2876669
-0.611771192,52.05879587,111.3141797
-0.611478418,52.05879587,111.3815988
-0.611185644,52.05879587,111.4013707
-0.654516142,52.05897589,75.3656179
-0.654223368,52.05897589,75.58522025
-0.653930593,52.05897589,75.4756692
-0.653637818,52.05897589,75.22474957
-0.653345043,52.05897589,75.15184777
-0.653052268,52.05897589,75.25982161
-0.652759493,52.05897589,75.75648444
-0.652466719,52.05897589,76.2397623
-0.652173944,52.05897589,76.70024587
-0.651881169,52.05897589,77.08947113
-0.651588394,52.05897589,77.35196317
-0.651295619,52.05897589,77.45931752
-0.651002844,52.05897589,77.24845977
-0.65071007,52.05897589,77.36771611
-0.650417295,52.05897589,77.98242172
-0.65012452,52.05897589,78.46161455
-0.649831745,52.05897589,78.79883646
-0.64953897,52.05897589,78.93693405
-0.649246196,52.05897589,79.11075045
-0.648953421,52.05897589,79.40180585
-0.648660646,52.05897589,79.88899657
-0.648367871,52.05897589,80.42493749
-0.648075096,52.05897589,80.84003078
-0.647782321,52.05897589,81.00118199
-0.647489547,52.05897589,81.35925103
-0.647196772,52.05897589,81.79373064
-0.646903997,52.05897589,82.30448495
-0.646611222,52.05897589,82.80440429
-0.646318447,52.05897589,83.32630097
-0.646025672,52.05897589,83.91029766
-0.645732898,52.05897589,84.33077607
-0.645440123,52.05897589,84.74392159
-0.645147348,52.05897589,85.27503739
-0.644854573,52.05897589,85.9325982
-0.644561798,52.05897589,86.64650739
-0.644269024,52.05897589,87.4037891
-0.643976249,52.05897589,88.19114436
-0.643683474,52.05897589,88.93072535
-0.643390699,52.05897589,89.44010263
-0.643097924,52.05897589,89.82830893
-0.642805149,52.05897589,90.1924304
-0.642512375,52.05897589,90.69301231
-0.6422196,52.05897589,91.04247078
-0.641926825,52.05897589,91.31177128
-0.64163405,52.05897589,91.55703443
-0.641341275,52.05897589,91.89295747
-0.6410485,52.05897589,92.24729293
-0.640755726,52.05897589,92.37537094
-0.640462951,52.05897589,92.77082378
-0.640170176,52.05897589,93.31546476
-0.639877401,52.05897589,93.68377107
-0.639584626,52.05897589,93.974952
-0.639291852,52.05897589,94.19538846
-0.638999077,52.05897589,94.20889948
-0.638706302,52.05897589,94.17798656
-0.638413527,52.05897589,94.10551655
-0.638120752,52.05897589,93.89757288
-0.637827977,52.05897589,93.75835189
-0.637535203,52.05897589,93.67514157
-0.637242428,52.05897589,93.40204789
-0.636949653,52.05897589,93.48387931
-0.636656878,52.05897589,93.91024672
-0.636364103,52.05897589,94.31094685
-0.636071328,52.05897589,94.66103699
-0.635778554,52.05897589,94.95668335
-0.635485779,52.05897589,95.33362805
-0.635193004,52.05897589,95.80062453
-0.634900229,52.05897589,96.3724129
-0.634607454,52.05897589,96.75480983
-0.63431468,52.05897589,97.16667806
-0.634021905,52.05897589,97.63364466
-0.63372913,52.05897589,98.12383761
-0.633436355,52.05897589,98.48574165
-0.63314358,52.05897589,98.65342426
-0.632850805,52.05897589,98.89002053
-0.632558031,52.05897589,99.19956939
-0.632265256,52.05897589,99.61613279
-0.631972481,52.05897589,99.93538113
-0.631679706,52.05897589,100.1701708
-0.631386931,52.05897589,100.2764165
-0.631094156,52.05897589,100.405617
-0.630801382,52.05897589,100.5951156
-0.630508607,52.05897589,100.9017815
-0.630215832,52.05897589,100.8053293
-0.629923057,52.05897589,100.6087209
-0.629630282,52.05897589,100.3997606
-0.629337508,52.05897589,100.3752967
-0.629044733,52.05897589,100.4953985
-0.628751958,52.05897589,100.8684116
-0.628459183,52.05897589,101.3243682
-0.628166408,52.05897589,101.8688179
-0.627873633,52.05897589,102.6054497
-0.627580859,52.05897589,103.1426187
-0.627288084,52.05897589,103.6026671
-0.626995309,52.05897589,104.0504748
-0.626702534,52.05897589,104.5728603
-0.626409759,52.05897589,105.0081993
-0.626116984,52.05897589,104.9402215
-0.62582421,52.05897589,104.7162278
-0.625531435,52.05897589,104.4766441
-0.62523866,52.05897589,104.5363175
-0.624945885,52.05897589,104.663369
-0.62465311,52.05897589,104.801378
-0.624360335,52.05897589,104.7816691
-0.624067561,52.05897589,104.701364
-0.623774786,52.05897589,104.6191186
-0.623482011,52.05897589,104.8124167
-0.623189236,52.05897589,105.0639757
-0.622896461,52.05897589,105.3502798
-0.622603687,52.05897589,105.589032
-0.622310912,52.05897589,105.9834261
-0.622018137,52.05897589,106.4682771
-0.621725362,52.05897589,106.5316207
-0.621432587,52.05897589,106.6048613
-0.621139812,52.05897589,106.6843333
-0.620847038,52.05897589,106.7026895
-0.620554263,52.05897589,106.6973406
-0.620261488,52.05897589,106.6705019
-0.619968713,52.05897589,106.7309325
-0.619675938,52.05897589,108.233863
-0.619383163,52.05897589,111.2236793
-0.619090389,52.05897589,111.3016342
-0.618797614,52.05897589,111.2466051
-0.618504839,52.05897589,111.1100047
-0.618212064,52.05897589,111.1987475
-0.617919289,52.05897589,111.2308589
-0.617626515,52.05897589,111.1765503
-0.61733374,52.05897589,111.2452111
-0.617040965,52.05897589,111.2143635
-0.61674819,52.05897589,111.0283211
-0.616455415,52.05897589,111.1900522
-0.61616264,52.05897589,111.4249043
-0.615869866,52.05897589,111.7144131
-0.615577091,52.05897589,111.8479315
-0.615284316,52.05897589,111.9044933
-0.614991541,52.05897589,111.8645324
-0.614698766,52.05897589,111.9406859
-0.614405991,52.05897589,112.0584137
